1305031103.21122,-0.06126162,0.08328872,0.2761225,-0.02568266,0.008251623,-0.01503207,0.9995231
1305031103.243216,-0.045092,0.07563064,0.2820109,-0.03778357,-0.002171964,-0.01257461,0.9992045
1305031103.2753699,-0.05050543,0.09046685,0.2915928,-0.04059803,-0.004046172,-0.003635867,0.9991608
1305031103.3112099,-0.03114868,0.09750856,0.3056771,-0.04329645,-0.02815427,0.004380379,0.9986559
1305031103.3432231,-0.02308077,0.09506315,0.3083418,-0.04452678,-0.03594935,0.001426385,0.9983602
1305031103.3753271,-0.0376026,0.08893271,0.3043834,-0.04986631,-0.02394111,-0.003418011,0.9984631
1305031103.4112599,-0.0432579,0.09144513,0.2997398,-0.04916621,-0.01888348,0.00195415,0.9986102
1305031103.44328,-0.03256017,0.08128305,0.2959932,-0.05653434,-0.02749647,0.004453851,0.998012
1305031103.4752741,-0.01987927,0.07764941,0.3007999,-0.0586117,-0.04067161,0.006035653,0.9974338
1305031103.511333,-0.0162202,0.08088116,0.3013134,-0.05304685,-0.04641948,0.006391929,0.9974921
1305031103.5434439,-0.01332671,0.08131784,0.2922576,-0.04698327,-0.04808081,0.005139997,0.9977247
1305031103.575474,-0.02693773,0.06458723,0.2811057,-0.05291151,-0.0401951,0.002876999,0.9977858
1305031103.611223,-0.02731391,0.04733671,0.2699209,-0.05982604,-0.04227252,0.002894338,0.9973091
1305031103.643445,-0.02261418,0.06204005,0.2652571,-0.04649404,-0.0502492,0.007674756,0.9976244
1305031103.675523,-0.02111825,0.05809152,0.2557613,-0.04424421,-0.05328294,0.006993828,0.9975743
1305031103.7116101,-0.0185046,0.05196357,0.2453264,-0.04449623,-0.05498879,0.00631145,0.9974751
1305031103.7433259,-0.02367364,0.04666071,0.2398695,-0.04380736,-0.05186703,0.006123124,0.9976739
1305031103.775342,-0.01157857,0.04319537,0.2272754,-0.04167807,-0.05793178,0.003373053,0.9974445
1305031103.8112421,-0.00938631,0.04265319,0.2132326,-0.04163127,-0.05766727,0.0004680174,0.9974673
1305031103.843251,-0.01209427,0.04493787,0.1954951,-0.04334778,-0.05523121,-0.00126906,0.9975314
1305031103.875361,-0.01310318,0.03279858,0.1916955,-0.05387716,-0.05834787,-0.003001153,0.9968369
1305031103.911221,-0.01327263,0.02327722,0.1812867,-0.05630961,-0.06158415,-0.003601693,0.9965057
1305031103.9432111,-0.00980625,0.01851981,0.1691222,-0.05551077,-0.0656423,-0.005197733,0.9962844
1305031103.975373,-0.00745056,0.01357972,0.161569,-0.05496502,-0.06851012,-0.00544675,0.9961203
1305031104.0112319,-0.004263239,0.009459269,0.1538,-0.05139683,-0.06974442,-0.006147929,0.996221
1305031104.0432489,0.004677225,0.00793128,0.1447657,-0.0440845,-0.07096309,-0.007572626,0.9964755
1305031104.0754249,0.005666129,0.01088502,0.1329954,-0.03819512,-0.06623056,-0.01034457,0.9970194
1305031104.1112349,0.01087173,0.001850124,0.1260614,-0.03861137,-0.06273824,-0.01145688,0.9972171
1305031104.14323,0.008746598,-0.007648604,0.1112674,-0.03714973,-0.05508496,-0.01312668,0.997704
1305031104.1754241,0.007332359,-0.007585279,0.0989287,-0.0323259,-0.05062031,-0.01256415,0.9981156
1305031104.211283,0.009674243,-0.0108317,0.09014758,-0.0289008,-0.04913506,-0.01196056,0.9983023
1305031104.243196,0.01083063,-0.01537329,0.081572,-0.02580763,-0.04737943,-0.01182325,0.9984735
1305031104.2755461,0.01017814,-0.01845556,0.06849878,-0.02200525,-0.04368694,-0.01345498,0.9987123
1305031104.311219,0.01061927,-0.0181493,0.06143746,-0.01802686,-0.04070603,-0.01262669,0.9989287
1305031104.3433421,0.0149445,-0.0170994,0.05513761,-0.01422426,-0.03858919,-0.01205742,0.9990812
1305031104.3758371,0.01352889,-0.02213066,0.04372641,-0.0143035,-0.03260596,-0.01274471,0.9992847
1305031104.411509,0.007308824,-0.02590787,0.03021429,-0.01444766,-0.02532635,-0.01240163,0.999498
1305031104.4432881,0.0006364182,-0.03016462,0.01719743,-0.01550143,-0.02067242,-0.01272215,0.9995852
1305031104.475456,-0.003150606,-0.03538159,0.007130778,-0.01782562,-0.02052145,-0.01264178,0.9995506
1305031104.5113289,-0.005514315,-0.03934627,0.0004184472,-0.01792156,-0.02233094,-0.01184311,0.9995198
1305031104.5433681,-0.004606669,-0.0422415,-0.0071848,-0.01532504,-0.02444123,-0.01103545,0.9995229
1305031104.5753429,-0.002396239,-0.04473072,-0.0105769,-0.0111502,-0.02452441,-0.01074177,0.9995794
1305031104.611336,0.00285716,-0.04652159,-0.01586505,-0.0002414803,-0.02192874,-0.008766384,0.9997211
1305031104.6432431,0.006512942,-0.04652338,-0.02894378,0.01134032,-0.01502478,-0.009229627,0.9997802
1305031104.675525,0.009512849,-0.05493052,-0.03598756,0.02030959,-0.007738397,-0.009811115,0.9997157
1305031104.711277,0.008140091,-0.05975145,-0.05072792,0.03253197,0.0005126652,-0.009611728,0.9994243
1305031104.7432799,0.01215214,-0.05888969,-0.05619628,0.04434375,0.00683498,-0.00316839,0.9989879
1305031104.775327,0.01755347,-0.04989547,-0.06165959,0.06089317,0.0113944,-0.001815151,0.9980776
1305031104.811465,0.01100823,-0.04419687,-0.07186982,0.07266977,0.02119834,-0.0001520532,0.9971308
1305031104.8432579,0.01867688,-0.05326397,-0.07237627,0.07594821,0.02446775,0.002713731,0.9968078
1305031104.87535,0.01696781,-0.04508613,-0.07043795,0.08263151,0.02769736,0.008658038,0.9961576
1305031104.9115341,0.01982313,-0.03685074,-0.06724601,0.08759236,0.02703511,0.0111035,0.9957276
1305031104.9432621,0.01978016,-0.03391433,-0.06654796,0.08944706,0.02768366,0.01064517,0.9955499
1305031104.9752021,0.02531377,-0.02143827,-0.06585264,0.09262903,0.02442652,0.01205169,0.9953281
1305031105.0112901,0.01842615,-0.01988178,-0.06171808,0.08798176,0.02699639,0.01190503,0.995685
1305031105.0433731,0.01817021,-0.01437037,-0.06099779,0.08437973,0.02667834,0.009410218,0.9960321
1305031105.07532,0.01660916,-0.02012475,-0.05337559,0.07458295,0.02625218,0.006655067,0.996847
1305031105.111299,0.01689492,-0.0162036,-0.04076446,0.0699841,0.02453166,0.008088618,0.9972136
1305031105.143106,0.002132968,-0.01379198,-0.04521197,0.0641991,0.02858538,0.00200947,0.9975256
1305031105.175159,0.004518477,-0.008967494,-0.02887566,0.05161102,0.02363439,0.002242423,0.9983851
1305031105.2112679,-0.000293938,-0.01196452,-0.01866497,0.0399523,0.02021779,-0.003218035,0.9989918
1305031105.2432699,-0.003113709,-0.01240285,-0.006353363,0.0301836,0.01481386,-0.003945028,0.9994268
1305031105.2752881,-0.004795934,-0.0101004,0.003539285,0.02029628,0.008413401,-0.005348502,0.9997443
1305031105.31129,-0.01122829,-0.009907574,0.01448123,0.0102418,0.002971528,-0.005888714,0.9999258
1305031105.343302,-0.005892023,-0.01473985,0.0299635,0.0004267172,-0.006709602,-0.006282073,0.9999577
1305031105.3753381,-0.009843986,-0.01090012,0.04001367,-0.0009054707,-0.01021831,-0.006360116,0.9999272
1305031105.4112861,-0.009749925,0.001820522,0.04999005,-0.001299937,-0.01547173,-0.00687355,0.9998559
1305031105.443316,-0.0106975,-0.001779235,0.06397419,-0.009350947,-0.01964316,-0.006896729,0.9997395
1305031105.47528,-0.01072274,-0.0008998166,0.07588473,-0.01259929,-0.02360175,-0.007693651,0.9996125
